cust_id,transaction_type,transaction_date,subscription_type,subscription_price,customer_gender,age_group,customer_country,referral_type,year,month,first_tx,cohort_month,plan_id,billing_month,is_churn,active_month
114,initial,2021-01-01,PRO,75.0,Male,55-65,Denmark,facebook,2021,2021-01,2021-01-01,2021-01,3,2021-01-01,False,2021-01
114,reduction,2022-08-01,BASIC,53.0,Male,55-65,Denmark,facebook,2022,2022-08,2021-01-01,2021-01,1,2022-08-01,False,2022-08
115,initial,2021-11-01,BASIC,43.0,Female,45-54,Finland,facebook,2021,2021-11,2021-11-01,2021-11,1,2021-11-01,False,2021-11
116,initial,2020-07-01,PRO,65.0,Other,25-34,Sweden,paid search,2020,2020-07,2020-07-01,2020-07,3,2020-07-01,False,2020-07
116,reduction,2021-03-01,BASIC,43.0,Other,25-34,Sweden,paid search,2021,2021-03,2020-07-01,2020-07,1,2021-03-01,False,2021-03
117,initial,2021-11-01,PRO,75.0,Female,25-34,Finland,google ads,2021,2021-11,2021-11-01,2021-11,3,2021-11-01,False,2021-11
117,upgrade,2022-06-01,MAX,119.0,Female,25-34,Finland,google ads,2022,2022-06,2021-11-01,2021-11,2,2022-06-01,False,2022-06
117,churn,2022-07-01,PRO,85.0,Female,25-34,Finland,google ads,2022,2022-07,2021-11-01,2021-11,3,2022-07-01,False,2022-07
118,initial,2020-10-01,BASIC,33.0,Male,25-34,Denmark,facebook,2020,2020-10,2020-10-01,2020-10,1,2020-10-01,False,2020-10
118,churn,2021-02-01,BASIC,43.0,Male,25-34,Denmark,facebook,2021,2021-02,2020-10-01,2020-10,1,2021-02-01,False,2021-02
119,initial,2022-01-01,BASIC,53.0,Female,55-65,Sweden,google ads,2022,2022-01,2022-01-01,2022-01,1,2022-01-01,False,2022-01
119,churn,2022-10-01,BASIC,53.0,Female,55-65,Sweden,google ads,2022,2022-10,2022-01-01,2022-01,1,2022-10-01,False,2022-10
120,initial,2020-09-01,BASIC,33.0,Male,18-24,Sweden,google ads,2020,2020-09,2020-09-01,2020-09,1,2020-09-01,False,2020-09
120,churn,2021-03-01,BASIC,43.0,Male,18-24,Sweden,google ads,2021,2021-03,2020-09-01,2020-09,1,2021-03-01,False,2021-03
121,initial,2020-10-01,PRO,65.0,Male,35-44,Finland,paid search,2020,2020-10,2020-10-01,2020-10,3,2020-10-01,False,2020-10
121,reduction,2021-09-01,BASIC,43.0,Male,35-44,Finland,paid search,2021,2021-09,2020-10-01,2020-10,1,2021-09-01,False,2021-09
121,churn,2022-07-01,BASIC,53.0,Male,35-44,Finland,paid search,2022,2022-07,2020-10-01,2020-10,1,2022-07-01,False,2022-07
122,initial,2020-10-01,MAX,99.0,Female,25-34,Sweden,google ads,2020,2020-10,2020-10-01,2020-10,2,2020-10-01,False,2020-10
122,reduction,2021-12-01,PRO,75.0,Female,25-34,Sweden,google ads,2021,2021-12,2020-10-01,2020-10,3,2021-12-01,False,2021-12
123,initial,2020-10-01,BASIC,33.0,Male,55-65,Sweden,paid search,2020,2020-10,2020-10-01,2020-10,1,2020-10-01,False,2020-10
123,upgrade,2021-04-01,MAX,109.0,Male,55-65,Sweden,paid search,2021,2021-04,2020-10-01,2020-10,2,2021-04-01,False,2021-04
124,initial,2020-03-01,MAX,99.0,Female,25-34,Denmark,facebook,2020,2020-03,2020-03-01,2020-03,2,2020-03-01,False,2020-03
124,reduction,2021-10-01,BASIC,43.0,Female,25-34,Denmark,facebook,2021,2021-10,2020-03-01,2020-03,1,2021-10-01,False,2021-10
124,churn,2022-02-01,BASIC,53.0,Female,25-34,Denmark,facebook,2022,2022-02,2020-03-01,2020-03,1,2022-02-01,False,2022-02
125,initial,2021-01-01,PRO,75.0,Female,35-44,Finland,organic search,2021,2021-01,2021-01-01,2021-01,3,2021-01-01,False,2021-01
125,upgrade,2022-08-01,MAX,119.0,Female,35-44,Finland,organic search,2022,2022-08,2021-01-01,2021-01,2,2022-08-01,False,2022-08
126,initial,2022-12-01,MAX,119.0,Female,35-44,Norway,google ads,2022,2022-12,2022-12-01,2022-12,2,2022-12-01,False,2022-12
127,initial,2020-07-01,MAX,99.0,Female,25-34,Denmark,paid search,2020,2020-07,2020-07-01,2020-07,2,2020-07-01,False,2020-07
127,reduction,2022-02-01,BASIC,53.0,Female,25-34,Denmark,paid search,2022,2022-02,2020-07-01,2020-07,1,2022-02-01,False,2022-02
128,initial,2021-09-01,BASIC,43.0,Female,35-44,Denmark,google ads,2021,2021-09,2021-09-01,2021-09,1,2021-09-01,False,2021-09
128,upgrade,2021-12-01,PRO,75.0,Female,35-44,Denmark,google ads,2021,2021-12,2021-09-01,2021-09,3,2021-12-01,False,2021-12
128,churn,2022-04-01,PRO,85.0,Female,35-44,Denmark,google ads,2022,2022-04,2021-09-01,2021-09,3,2022-04-01,False,2022-04
128,churn,2022-06-01,BASIC,53.0,Female,35-44,Denmark,google ads,2022,2022-06,2021-09-01,2021-09,1,2022-06-01,False,2022-06
129,initial,2021-02-01,PRO,75.0,Male,25-34,Sweden,paid search,2021,2021-02,2021-02-01,2021-02,3,2021-02-01,False,2021-02
129,reduction,2022-05-01,BASIC,53.0,Male,25-34,Sweden,paid search,2022,2022-05,2021-02-01,2021-02,1,2022-05-01,False,2022-05
130,initial,2020-09-01,BASIC,33.0,Male,55-65,Norway,bing,2020,2020-09,2020-09-01,2020-09,1,2020-09-01,False,2020-09
130,churn,2021-02-01,BASIC,43.0,Male,55-65,Norway,bing,2021,2021-02,2020-09-01,2020-09,1,2021-02-01,False,2021-02
131,initial,2022-09-01,BASIC,53.0,Female,45-54,Sweden,organic search,2022,2022-09,2022-09-01,2022-09,1,2022-09-01,False,2022-09
132,initial,2020-04-01,BASIC,33.0,Male,55-65,Sweden,unknown,2020,2020-04,2020-04-01,2020-04,1,2020-04-01,False,2020-04
132,upgrade,2021-12-01,PRO,75.0,Male,55-65,Sweden,unknown,2021,2021-12,2020-04-01,2020-04,3,2021-12-01,False,2021-12
132,churn,2022-09-01,PRO,85.0,Male,55-65,Sweden,unknown,2022,2022-09,2020-04-01,2020-04,3,2022-09-01,False,2022-09
133,initial,2021-11-01,PRO,75.0,Male,45-54,Norway,google ads,2021,2021-11,2021-11-01,2021-11,3,2021-11-01,False,2021-11
133,upgrade,2022-07-01,MAX,119.0,Male,45-54,Norway,google ads,2022,2022-07,2021-11-01,2021-11,2,2022-07-01,False,2022-07
134,initial,2022-02-01,BASIC,53.0,Female,25-34,Sweden,paid search,2022,2022-02,2022-02-01,2022-02,1,2022-02-01,False,2022-02
134,churn,2022-09-01,BASIC,53.0,Female,25-34,Sweden,paid search,2022,2022-09,2022-02-01,2022-02,1,2022-09-01,False,2022-09
135,initial,2022-12-01,BASIC,53.0,Male,18-24,Norway,google ads,2022,2022-12,2022-12-01,2022-12,1,2022-12-01,False,2022-12
136,initial,2021-02-01,BASIC,43.0,Female,18-24,Norway,google ads,2021,2021-02,2021-02-01,2021-02,1,2021-02-01,False,2021-02
136,churn,2021-12-01,BASIC,43.0,Female,18-24,Norway,google ads,2021,2021-12,2021-02-01,2021-02,1,2021-12-01,False,2021-12
137,initial,2021-05-01,MAX,109.0,Male,35-44,Norway,unknown,2021,2021-05,2021-05-01,2021-05,2,2021-05-01,False,2021-05
137,reduction,2022-08-01,PRO,85.0,Male,35-44,Norway,unknown,2022,2022-08,2021-05-01,2021-05,3,2022-08-01,False,2022-08
138,initial,2020-09-01,MAX,99.0,Male,25-34,Sweden,google ads,2020,2020-09,2020-09-01,2020-09,2,2020-09-01,False,2020-09
138,reduction,2021-06-01,BASIC,43.0,Male,25-34,Sweden,google ads,2021,2021-06,2020-09-01,2020-09,1,2021-06-01,False,2021-06
139,initial,2020-11-01,MAX,99.0,Female,35-44,Finland,google ads,2020,2020-11,2020-11-01,2020-11,2,2020-11-01,False,2020-11
139,reduction,2021-12-01,PRO,75.0,Female,35-44,Finland,google ads,2021,2021-12,2020-11-01,2020-11,3,2021-12-01,False,2021-12
140,initial,2021-11-01,PRO,75.0,Male,45-54,Sweden,google ads,2021,2021-11,2021-11-01,2021-11,3,2021-11-01,False,2021-11
141,initial,2022-03-01,PRO,85.0,Male,45-54,Sweden,facebook,2022,2022-03,2022-03-01,2022-03,3,2022-03-01,False,2022-03
141,reduction,2022-07-01,BASIC,53.0,Male,45-54,Sweden,facebook,2022,2022-07,2022-03-01,2022-03,1,2022-07-01,False,2022-07
142,initial,2022-08-01,BASIC,53.0,Male,35-44,Finland,organic search,2022,2022-08,2022-08-01,2022-08,1,2022-08-01,False,2022-08
143,initial,2022-03-01,BASIC,53.0,Female,55-65,Norway,facebook,2022,2022-03,2022-03-01,2022-03,1,2022-03-01,False,2022-03
144,initial,2022-07-01,MAX,119.0,Female,55-65,Norway,facebook,2022,2022-07,2022-07-01,2022-07,2,2022-07-01,False,2022-07
145,initial,2021-07-01,PRO,75.0,Female,35-44,Sweden,google ads,2021,2021-07,2021-07-01,2021-07,3,2021-07-01,False,2021-07
145,upgrade,2022-11-01,MAX,119.0,Female,35-44,Sweden,google ads,2022,2022-11,2021-07-01,2021-07,2,2022-11-01,False,2022-11
146,initial,2022-11-01,MAX,119.0,Male,55-65,Denmark,facebook,2022,2022-11,2022-11-01,2022-11,2,2022-11-01,False,2022-11
147,initial,2020-06-01,BASIC,33.0,Female,45-54,Finland,facebook,2020,2020-06,2020-06-01,2020-06,1,2020-06-01,False,2020-06
147,upgrade,2021-01-01,PRO,75.0,Female,45-54,Finland,facebook,2021,2021-01,2020-06-01,2020-06,3,2021-01-01,False,2021-01
147,churn,2021-03-01,BASIC,43.0,Female,45-54,Finland,facebook,2021,2021-03,2020-06-01,2020-06,1,2021-03-01,False,2021-03
148,initial,2021-10-01,BASIC,43.0,Female,35-44,Norway,unknown,2021,2021-10,2021-10-01,2021-10,1,2021-10-01,False,2021-10
149,initial,2020-11-01,PRO,65.0,Male,55-65,Sweden,google ads,2020,2020-11,2020-11-01,2020-11,3,2020-11-01,False,2020-11
149,reduction,2021-01-01,BASIC,43.0,Male,55-65,Sweden,google ads,2021,2021-01,2020-11-01,2020-11,1,2021-01-01,False,2021-01
150,initial,2020-08-01,PRO,65.0,Female,35-44,Denmark,paid search,2020,2020-08,2020-08-01,2020-08,3,2020-08-01,False,2020-08
150,churn,2021-05-01,PRO,75.0,Female,35-44,Denmark,paid search,2021,2021-05,2020-08-01,2020-08,3,2021-05-01,False,2021-05
151,initial,2020-10-01,PRO,65.0,Male,18-24,Sweden,display,2020,2020-10,2020-10-01,2020-10,3,2020-10-01,False,2020-10
151,churn,2021-01-01,PRO,75.0,Male,18-24,Sweden,display,2021,2021-01,2020-10-01,2020-10,3,2021-01-01,False,2021-01
152,initial,2020-01-01,PRO,65.0,Male,35-44,Sweden,tv,2020,2020-01,2020-01-01,2020-01,3,2020-01-01,False,2020-01
152,churn,2020-04-01,PRO,65.0,Male,35-44,Sweden,tv,2020,2020-04,2020-01-01,2020-01,3,2020-04-01,False,2020-04
153,initial,2020-11-01,BASIC,33.0,Female,25-34,Norway,google ads,2020,2020-11,2020-11-01,2020-11,1,2020-11-01,False,2020-11
153,upgrade,2022-01-01,MAX,119.0,Female,25-34,Norway,google ads,2022,2022-01,2020-11-01,2020-11,2,2022-01-01,False,2022-01
154,initial,2020-04-01,PRO,65.0,Female,35-44,Denmark,organic search,2020,2020-04,2020-04-01,2020-04,3,2020-04-01,False,2020-04
154,upgrade,2022-04-01,MAX,119.0,Female,35-44,Denmark,organic search,2022,2022-04,2020-04-01,2020-04,2,2022-04-01,False,2022-04
155,initial,2021-10-01,BASIC,43.0,Male,18-24,Norway,bing,2021,2021-10,2021-10-01,2021-10,1,2021-10-01,False,2021-10
155,churn,2022-06-01,BASIC,53.0,Male,18-24,Norway,bing,2022,2022-06,2021-10-01,2021-10,1,2022-06-01,False,2022-06
156,initial,2022-12-01,PRO,85.0,Male,25-34,Sweden,facebook,2022,2022-12,2022-12-01,2022-12,3,2022-12-01,False,2022-12
157,initial,2022-09-01,BASIC,53.0,Male,18-24,Sweden,facebook,2022,2022-09,2022-09-01,2022-09,1,2022-09-01,False,2022-09
158,initial,2021-02-01,BASIC,43.0,Male,25-34,Norway,facebook,2021,2021-02,2021-02-01,2021-02,1,2021-02-01,False,2021-02
158,churn,2021-06-01,BASIC,43.0,Male,25-34,Norway,facebook,2021,2021-06,2021-02-01,2021-02,1,2021-06-01,False,2021-06
159,initial,2020-02-01,PRO,65.0,Female,35-44,Sweden,unknown,2020,2020-02,2020-02-01,2020-02,3,2020-02-01,False,2020-02
159,upgrade,2021-07-01,MAX,109.0,Female,35-44,Sweden,unknown,2021,2021-07,2020-02-01,2020-02,2,2021-07-01,False,2021-07
160,initial,2021-06-01,MAX,109.0,Female,25-34,Finland,facebook,2021,2021-06,2021-06-01,2021-06,2,2021-06-01,False,2021-06
160,reduction,2021-12-01,BASIC,43.0,Female,25-34,Finland,facebook,2021,2021-12,2021-06-01,2021-06,1,2021-12-01,False,2021-12
161,initial,2020-09-01,PRO,65.0,Male,18-24,Norway,google ads,2020,2020-09,2020-09-01,2020-09,3,2020-09-01,False,2020-09
161,reduction,2021-09-01,BASIC,43.0,Male,18-24,Norway,google ads,2021,2021-09,2020-09-01,2020-09,1,2021-09-01,False,2021-09
162,initial,2022-07-01,MAX,119.0,Female,55-65,Denmark,facebook,2022,2022-07,2022-07-01,2022-07,2,2022-07-01,False,2022-07
163,initial,2020-03-01,BASIC,33.0,Male,35-44,Denmark,unknown,2020,2020-03,2020-03-01,2020-03,1,2020-03-01,False,2020-03
163,upgrade,2020-08-01,MAX,99.0,Male,35-44,Denmark,unknown,2020,2020-08,2020-03-01,2020-03,2,2020-08-01,False,2020-08
163,churn,2021-06-01,MAX,109.0,Male,35-44,Denmark,unknown,2021,2021-06,2020-03-01,2020-03,2,2021-06-01,False,2021-06
164,initial,2021-03-01,PRO,75.0,Female,55-65,Finland,google ads,2021,2021-03,2021-03-01,2021-03,3,2021-03-01,False,2021-03
164,reduction,2021-07-01,BASIC,43.0,Female,55-65,Finland,google ads,2021,2021-07,2021-03-01,2021-03,1,2021-07-01,False,2021-07
164,churn,2022-01-01,BASIC,53.0,Female,55-65,Finland,google ads,2022,2022-01,2021-03-01,2021-03,1,2022-01-01,False,2022-01
165,initial,2021-11-01,BASIC,43.0,Male,18-24,Finland,paid search,2021,2021-11,2021-11-01,2021-11,1,2021-11-01,False,2021-11
165,upgrade,2022-06-01,MAX,119.0,Male,18-24,Finland,paid search,2022,2022-06,2021-11-01,2021-11,2,2022-06-01,False,2022-06
165,churn,2022-09-01,MAX,119.0,Male,18-24,Finland,paid search,2022,2022-09,2021-11-01,2021-11,2,2022-09-01,False,2022-09
166,initial,2022-01-01,PRO,85.0,Male,18-24,Denmark,google ads,2022,2022-01,2022-01-01,2022-01,3,2022-01-01,False,2022-01
167,initial,2021-06-01,PRO,75.0,Female,18-24,Norway,tv,2021,2021-06,2021-06-01,2021-06,3,2021-06-01,False,2021-06
167,reduction,2022-04-01,BASIC,53.0,Female,18-24,Norway,tv,2022,2022-04,2021-06-01,2021-06,1,2022-04-01,False,2022-04
168,initial,2021-03-01,MAX,109.0,Other,25-34,Sweden,paid search,2021,2021-03,2021-03-01,2021-03,2,2021-03-01,False,2021-03
168,reduction,2021-05-01,BASIC,43.0,Other,25-34,Sweden,paid search,2021,2021-05,2021-03-01,2021-03,1,2021-05-01,False,2021-05
169,initial,2022-03-01,PRO,85.0,Female,45-54,Finland,google ads,2022,2022-03,2022-03-01,2022-03,3,2022-03-01,False,2022-03
170,initial,2022-06-01,PRO,85.0,Female,55-65,Finland,organic search,2022,2022-06,2022-06-01,2022-06,3,2022-06-01,False,2022-06
171,initial,2022-09-01,PRO,85.0,Female,25-34,Norway,facebook,2022,2022-09,2022-09-01,2022-09,3,2022-09-01,False,2022-09
172,initial,2021-01-01,BASIC,43.0,Male,18-24,Sweden,unknown,2021,2021-01,2021-01-01,2021-01,1,2021-01-01,False,2021-01
172,upgrade,2022-01-01,MAX,119.0,Male,18-24,Sweden,unknown,2022,2022-01,2021-01-01,2021-01,2,2022-01-01,False,2022-01
172,churn,2022-02-01,BASIC,53.0,Male,18-24,Sweden,unknown,2022,2022-02,2021-01-01,2021-01,1,2022-02-01,False,2022-02
173,initial,2021-03-01,PRO,75.0,Male,18-24,Sweden,display,2021,2021-03,2021-03-01,2021-03,3,2021-03-01,False,2021-03
173,reduction,2022-08-01,BASIC,53.0,Male,18-24,Sweden,display,2022,2022-08,2021-03-01,2021-03,1,2022-08-01,False,2022-08
174,initial,2022-12-01,PRO,85.0,Female,55-65,Denmark,organic search,2022,2022-12,2022-12-01,2022-12,3,2022-12-01,False,2022-12
175,initial,2020-04-01,MAX,99.0,Female,25-34,Sweden,facebook,2020,2020-04,2020-04-01,2020-04,2,2020-04-01,False,2020-04
175,reduction,2021-04-01,BASIC,43.0,Female,25-34,Sweden,facebook,2021,2021-04,2020-04-01,2020-04,1,2021-04-01,False,2021-04
176,initial,2022-05-01,PRO,85.0,Female,45-54,Sweden,paid search,2022,2022-05,2022-05-01,2022-05,3,2022-05-01,False,2022-05
176,churn,2022-08-01,PRO,85.0,Female,45-54,Sweden,paid search,2022,2022-08,2022-05-01,2022-05,3,2022-08-01,False,2022-08
177,initial,2021-05-01,PRO,75.0,Male,55-65,Norway,facebook,2021,2021-05,2021-05-01,2021-05,3,2021-05-01,False,2021-05
177,reduction,2021-12-01,BASIC,43.0,Male,55-65,Norway,facebook,2021,2021-12,2021-05-01,2021-05,1,2021-12-01,False,2021-12
177,churn,2022-10-01,BASIC,53.0,Male,55-65,Norway,facebook,2022,2022-10,2021-05-01,2021-05,1,2022-10-01,False,2022-10
178,initial,2021-10-01,BASIC,43.0,Female,25-34,Sweden,facebook,2021,2021-10,2021-10-01,2021-10,1,2021-10-01,False,2021-10
178,upgrade,2022-05-01,MAX,119.0,Female,25-34,Sweden,facebook,2022,2022-05,2021-10-01,2021-10,2,2022-05-01,False,2022-05
179,initial,2020-12-01,BASIC,33.0,Female,55-65,Sweden,bing,2020,2020-12,2020-12-01,2020-12,1,2020-12-01,False,2020-12
180,initial,2022-02-01,BASIC,53.0,Female,55-65,Sweden,organic search,2022,2022-02,2022-02-01,2022-02,1,2022-02-01,False,2022-02
181,initial,2021-12-01,MAX,109.0,Female,25-34,Finland,google ads,2021,2021-12,2021-12-01,2021-12,2,2021-12-01,False,2021-12
182,initial,2022-04-01,PRO,85.0,Female,35-44,Finland,facebook,2022,2022-04,2022-04-01,2022-04,3,2022-04-01,False,2022-04
182,churn,2022-10-01,PRO,85.0,Female,35-44,Finland,facebook,2022,2022-10,2022-04-01,2022-04,3,2022-10-01,False,2022-10
183,initial,2020-04-01,BASIC,33.0,Female,25-34,Norway,facebook,2020,2020-04,2020-04-01,2020-04,1,2020-04-01,False,2020-04
183,upgrade,2022-11-01,MAX,119.0,Female,25-34,Norway,facebook,2022,2022-11,2020-04-01,2020-04,2,2022-11-01,False,2022-11
184,initial,2021-08-01,BASIC,43.0,Male,55-65,Finland,google ads,2021,2021-08,2021-08-01,2021-08,1,2021-08-01,False,2021-08
184,upgrade,2022-11-01,PRO,85.0,Male,55-65,Finland,google ads,2022,2022-11,2021-08-01,2021-08,3,2022-11-01,False,2022-11
185,initial,2022-02-01,MAX,119.0,Female,45-54,Sweden,google ads,2022,2022-02,2022-02-01,2022-02,2,2022-02-01,False,2022-02
185,reduction,2022-04-01,BASIC,53.0,Female,45-54,Sweden,google ads,2022,2022-04,2022-02-01,2022-02,1,2022-04-01,False,2022-04
186,initial,2022-12-01,PRO,85.0,Male,55-65,Sweden,bing,2022,2022-12,2022-12-01,2022-12,3,2022-12-01,False,2022-12
187,initial,2021-07-01,PRO,75.0,Other,45-54,Finland,google ads,2021,2021-07,2021-07-01,2021-07,3,2021-07-01,False,2021-07
187,upgrade,2022-05-01,MAX,119.0,Other,45-54,Finland,google ads,2022,2022-05,2021-07-01,2021-07,2,2022-05-01,False,2022-05
187,churn,2022-09-01,MAX,119.0,Other,45-54,Finland,google ads,2022,2022-09,2021-07-01,2021-07,2,2022-09-01,False,2022-09
188,initial,2021-05-01,BASIC,43.0,Female,35-44,Finland,facebook,2021,2021-05,2021-05-01,2021-05,1,2021-05-01,False,2021-05
189,initial,2020-12-01,BASIC,33.0,Female,18-24,Sweden,google ads,2020,2020-12,2020-12-01,2020-12,1,2020-12-01,False,2020-12
189,churn,2022-01-01,BASIC,53.0,Female,18-24,Sweden,google ads,2022,2022-01,2020-12-01,2020-12,1,2022-01-01,False,2022-01
190,initial,2020-08-01,BASIC,33.0,Female,35-44,Sweden,facebook,2020,2020-08,2020-08-01,2020-08,1,2020-08-01,False,2020-08
190,upgrade,2021-11-01,PRO,75.0,Female,35-44,Sweden,facebook,2021,2021-11,2020-08-01,2020-08,3,2021-11-01,False,2021-11
191,initial,2020-08-01,PRO,65.0,Male,35-44,Finland,paid search,2020,2020-08,2020-08-01,2020-08,3,2020-08-01,False,2020-08
191,upgrade,2022-05-01,MAX,119.0,Male,35-44,Finland,paid search,2022,2022-05,2020-08-01,2020-08,2,2022-05-01,False,2022-05
191,churn,2022-08-01,MAX,119.0,Male,35-44,Finland,paid search,2022,2022-08,2020-08-01,2020-08,2,2022-08-01,False,2022-08
192,initial,2021-10-01,MAX,109.0,Female,25-34,Sweden,google ads,2021,2021-10,2021-10-01,2021-10,2,2021-10-01,False,2021-10
193,initial,2021-12-01,PRO,75.0,Male,25-34,Norway,google ads,2021,2021-12,2021-12-01,2021-12,3,2021-12-01,False,2021-12
193,reduction,2022-06-01,BASIC,53.0,Male,25-34,Norway,google ads,2022,2022-06,2021-12-01,2021-12,1,2022-06-01,False,2022-06
194,initial,2022-03-01,BASIC,53.0,Male,25-34,Denmark,google ads,2022,2022-03,2022-03-01,2022-03,1,2022-03-01,False,2022-03
195,initial,2020-07-01,BASIC,33.0,Male,18-24,Sweden,display,2020,2020-07,2020-07-01,2020-07,1,2020-07-01,False,2020-07
196,initial,2020-01-01,PRO,65.0,Female,45-54,Finland,organic search,2020,2020-01,2020-01-01,2020-01,3,2020-01-01,False,2020-01
196,churn,2021-02-01,PRO,75.0,Female,45-54,Finland,organic search,2021,2021-02,2020-01-01,2020-01,3,2021-02-01,False,2021-02
197,initial,2020-04-01,PRO,65.0,Male,55-65,Finland,tv,2020,2020-04,2020-04-01,2020-04,3,2020-04-01,False,2020-04
197,upgrade,2020-11-01,MAX,99.0,Male,55-65,Finland,tv,2020,2020-11,2020-04-01,2020-04,2,2020-11-01,False,2020-11
198,initial,2020-12-01,MAX,99.0,Female,35-44,Finland,display,2020,2020-12,2020-12-01,2020-12,2,2020-12-01,False,2020-12
198,reduction,2021-11-01,BASIC,43.0,Female,35-44,Finland,display,2021,2021-11,2020-12-01,2020-12,1,2021-11-01,False,2021-11
199,initial,2022-09-01,MAX,119.0,Female,55-65,Sweden,google ads,2022,2022-09,2022-09-01,2022-09,2,2022-09-01,False,2022-09
199,reduction,2022-10-01,PRO,85.0,Female,55-65,Sweden,google ads,2022,2022-10,2022-09-01,2022-09,3,2022-10-01,False,2022-10
200,initial,2022-10-01,BASIC,53.0,Female,18-24,Sweden,google ads,2022,2022-10,2022-10-01,2022-10,1,2022-10-01,False,2022-10
201,initial,2020-05-01,BASIC,33.0,Female,25-34,Norway,facebook,2020,2020-05,2020-05-01,2020-05,1,2020-05-01,False,2020-05
201,upgrade,2022-09-01,MAX,119.0,Female,25-34,Norway,facebook,2022,2022-09,2020-05-01,2020-05,2,2022-09-01,False,2022-09
202,initial,2020-03-01,PRO,65.0,Male,55-65,Denmark,tv,2020,2020-03,2020-03-01,2020-03,3,2020-03-01,False,2020-03
202,churn,2020-09-01,PRO,65.0,Male,55-65,Denmark,tv,2020,2020-09,2020-03-01,2020-03,3,2020-09-01,False,2020-09
203,initial,2020-01-01,BASIC,33.0,Other,25-34,Denmark,facebook,2020,2020-01,2020-01-01,2020-01,1,2020-01-01,False,2020-01
203,upgrade,2020-07-01,MAX,99.0,Other,25-34,Denmark,facebook,2020,2020-07,2020-01-01,2020-01,2,2020-07-01,False,2020-07
204,initial,2021-10-01,BASIC,43.0,Female,45-54,Sweden,facebook,2021,2021-10,2021-10-01,2021-10,1,2021-10-01,False,2021-10
205,initial,2022-08-01,BASIC,53.0,Female,18-24,Sweden,facebook,2022,2022-08,2022-08-01,2022-08,1,2022-08-01,False,2022-08
206,initial,2020-02-01,PRO,65.0,Female,55-65,Denmark,google ads,2020,2020-02,2020-02-01,2020-02,3,2020-02-01,False,2020-02
206,upgrade,2020-11-01,MAX,99.0,Female,55-65,Denmark,google ads,2020,2020-11,2020-02-01,2020-02,2,2020-11-01,False,2020-11
206,churn,2021-03-01,MAX,109.0,Female,55-65,Denmark,google ads,2021,2021-03,2020-02-01,2020-02,2,2021-03-01,False,2021-03
207,initial,2022-07-01,PRO,85.0,Male,25-34,Sweden,google ads,2022,2022-07,2022-07-01,2022-07,3,2022-07-01,False,2022-07
208,initial,2020-02-01,MAX,99.0,Female,25-34,Norway,facebook,2020,2020-02,2020-02-01,2020-02,2,2020-02-01,False,2020-02
208,reduction,2020-09-01,BASIC,33.0,Female,25-34,Norway,facebook,2020,2020-09,2020-02-01,2020-02,1,2020-09-01,False,2020-09
209,initial,2020-07-01,MAX,99.0,Female,55-65,Sweden,organic search,2020,2020-07,2020-07-01,2020-07,2,2020-07-01,False,2020-07
209,reduction,2022-03-01,PRO,85.0,Female,55-65,Sweden,organic search,2022,2022-03,2020-07-01,2020-07,3,2022-03-01,False,2022-03
210,initial,2020-02-01,BASIC,33.0,Female,35-44,Finland,paid search,2020,2020-02,2020-02-01,2020-02,1,2020-02-01,False,2020-02
210,upgrade,2021-02-01,MAX,109.0,Female,35-44,Finland,paid search,2021,2021-02,2020-02-01,2020-02,2,2021-02-01,False,2021-02
